,AAPL,AMZN,AVGO,COST,GOOGL,META,MSFT,NVDA,PEP,TSLA
2024-10-25,2.255400096648072,0.3703252134381358,1.1586496207095434,5.2426013344212565,0.583025502909359,0.616733284883721,2.9717254915545017,0.38277906334918477,1.5703786350280013,32.76325687609227
2024-10-28,2.27479519271709,0.37142930337791863,1.152086119963359,5.241072283293069,0.5881406371972997,0.6220157093663782,2.9608978456066453,0.38002062221656097,1.5525531679491535,31.95023145173732
2024-10-29,2.2774267497890213,0.3762400067591394,1.200441294307603,5.217719108179994,0.5985826283986351,0.638282715319724,2.998100800668035,0.3819947881283967,1.531162665972077,31.586314452321968
2024-10-30,2.2426323488448836,0.37998603049543045,1.1830281313738955,5.171246940211244,0.6154451244366754,0.6366903403063968,3.0021263707068613,0.3768294034948671,1.519370357381593,31.346544566907443
2024-10-31,2.2017952073067835,0.3675058129780096,1.137016961242551,5.142363377621297,0.6036272605661488,0.6106332646922272,2.820415115356441,0.35903454177045585,1.5181821587093698,30.40937574286216
2024-11-01,2.1725561495653025,0.3902383329016644,1.131324128962697,5.167633016485915,0.6042623203104242,0.6101813210765062,2.8483174385562973,0.36617413359563705,1.5137027872313091,30.303486322101858
2024-11-04,2.163784342510292,0.3859994097219563,0.5911850305631751,5.219232258043789,0.5970305004283764,0.603209822378091,2.8350600827124763,0.4740479564335061,1.520558848641522,29.556183764809113
2024-11-05,2.1778188150463316,0.39333375584673624,0.6099499586656585,5.243382664730673,0.5987942969580456,0.6158510693400174,2.8558825938932313,0.4874975881976006,1.5343621125322253,30.602895033987004
2024-11-06,2.1707043684977503,0.40829817572866856,0.6297671918940838,5.296866567511305,0.6226769443187232,0.615442271485599,2.9164068298955077,0.507358507877144,1.5056586734427257,35.11713800932239
2024-11-07,2.217096853238508,0.414134118375771,0.6447090491576781,5.383336920487251,0.6376344773881104,0.6365828381957924,2.952846491721364,0.5187524173401424,1.4991682003705928,36.137072814138385
2024-11-08,2.214462454635299,0.4104472100817599,0.6441128275897364,5.559280435662519,0.6291680053418983,0.6340438254180684,2.9327874875837714,0.5143968517257896,1.5093151419989375,39.09585541173039
2024-11-11,2.1878254917730255,0.4078052762852516,0.6275224436322585,5.494958014237251,0.636223407724749,0.6274057677024223,2.901345365278178,0.5061389133390493,1.501544890302745,42.5986842105264
2024-11-12,2.1878254917730255,0.41188649811715744,0.618087312982217,5.492013389185853,0.6407035904005007,0.6291809358266118,2.9361885255382862,0.5166965354828292,1.502276213272758,39.98068960089441
2024-11-13,2.1965093609126978,0.4221190953759647,0.6088276115571156,5.499964744166322,0.6310376631842948,0.6239953422891682,2.9512502039632444,0.5096581916341836,1.5059328281228226,40.19368302194704
2024-11-14,2.2267561153779036,0.4169534887517027,0.59760365406903,5.4420042740671235,0.6193962168129653,0.6209398319322474,2.962980331913113,0.5113654963425425,1.5096807303370177,37.87388068751292
2024-11-15,2.1953385004719075,0.39946542612621105,0.5781722462370454,5.342928916529603,0.6084955833665519,0.5961092157527244,2.8804533666179983,0.4947101674353177,1.4499881570022906,39.0350001485725
2024-11-18,2.2248048807156233,0.3976712649319666,0.581083474228372,5.416204472592001,0.6184084302023821,0.596453459643667,2.885728428440705,0.48833376914600773,1.4473373123900413,41.22822249563125
2024-11-19,2.2273416203754377,0.4034086216735468,0.5799610730750895,5.478877499229028,0.6283565280984258,0.6036509630856384,2.8998185649994834,0.5122365669170884,1.4326198582133587,42.11184210526324
2024-11-20,2.234366932574458,0.39999776594867587,0.572595315506673,5.46668448197214,0.6208072324102836,0.6084170217318815,2.883854404572513,0.5083340877738894,1.4510850683103835,41.628651167217136
2024-11-21,2.229683490811296,0.3911255759671705,0.5750154929934385,5.629080842670639,0.5913509166486738,0.6058026520825084,2.871405241566315,0.5110519151905383,1.465711235122936,41.337764940763854
2024-11-22,2.2428553342730635,0.38864134351846447,0.5760327230833404,5.678323805959599,0.5812262931213462,0.6015529592726794,2.900128586061535,0.4946056581131183,1.4808857112956817,42.91026286074998
2024-11-25,2.272126695738546,0.3971783654885497,0.578102150209705,5.659946281031556,0.5914213647030575,0.6079758151529427,2.9125775352601035,0.47394339392590096,1.490484050976127,41.209966659545984
2024-11-26,2.2934945622858462,0.4098163144379673,0.5778215499213843,5.722441864013669,0.596607163309555,0.6170452517929259,2.976561178699612,0.4770793118167534,1.4823483572357077,41.166152652941335
2024-11-27,2.2922260429016608,0.40563653678473366,0.5600386147385439,5.66383341739052,0.5969951953021196,0.6123760899632876,2.9417872921112997,0.4715739841019893,1.487467471731945,40.51621888813228
2024-11-29,2.3156431021631914,0.40987545996444175,0.5684915903347235,5.72468068976151,0.5960074086915362,0.6178845191895008,2.9450561969510924,0.4817135689569713,1.4941405195323387,42.00960570887524
2024-12-02,2.33769413265142,0.4154353801265985,0.584029723210999,2.4203881919305714,0.6049678821751264,0.6377985605936566,2.9973558948885963,0.48303761963185976,1.490484050976127,43.461611396388086
2024-12-03,2.3675505504516035,0.4208178336251372,0.5897819750768322,3.2997353452961407,0.6044386837435781,0.6601977978488427,2.998885688474097,0.4887171295502895,1.4781432867315967,42.77151479219144
2024-12-04,2.3710631317739743,0.43012377752358505,0.5982350047177515,3.3291998041598054,0.6151276486305809,0.6603377086839676,3.0421445308193036,0.5057208228648458,1.46424858918291,43.563847792776095
2024-12-05,2.3713559590498803,0.43483589499928343,0.5979193834381304,3.30010473063893,0.609024727732057,0.655119838164786,3.0783090222266365,0.505476914594308,1.4670823011111256,44.970821179841785
2024-12-06,2.3694045748333226,0.4476118401490766,0.6296970958667434,3.334877867023914,0.616327103800575,0.6710854825029267,3.084916105578018,0.4963472674081532,1.454682434150075,47.3721712012041
2024-12-09,2.4075545251081554,0.44575853342835775,0.6276277227851185,3.318919059755993,0.619364371913478,0.6601117039404115,3.101955076955975,0.48369807599983583,1.4701707106370192,47.441547092638615
2024-12-10,2.417506764077735,0.4436883497491676,0.6026193301780217,3.3375322057845733,0.6539756686369201,0.6662979497831193,3.083246909418409,0.47066568374345374,1.4735816981082774,48.80470275878916
2024-12-11,2.4050179350026184,0.4539800925344493,0.6425694719592333,3.3418656812653023,0.6901054642517055,0.6806712191079325,3.122610818186109,0.48544037670514495,1.4452791041753763,51.69897892600622
2024-12-12,2.419360788459454,0.45143674464346345,0.6336605208945326,3.3206998186713728,0.6779563377340501,0.6786379010012317,3.1265752392430413,0.47857573639151374,1.4649158354454082,50.88717179549378
2024-12-13,2.421019345400106,0.44845964283553497,0.7884804869464276,3.3239251381237325,0.670398337412941,0.6674060383275964,3.1106484951511457,0.4678082978222494,1.4563419916159335,53.09378423188872
2024-12-16,2.4494125241464264,0.4592442549800391,0.87686887518581,3.335751240738981,0.6945555321413548,0.6721328376246237,3.14069317079359,0.45996791805565573,1.4383649641056127,56.35440655758517
2024-12-17,2.473219620964424,0.45573481334964594,0.8426008892430913,3.299500150722411,0.6901761285702623,0.6669645682630924,3.1606529681913265,0.4543577087208523,1.4394712382202828,58.40401137502582
2024-12-18,2.420238971178616,0.434776749472809,0.7843416867384378,3.2412425991008096,0.6653832253050539,0.6430075384750124,3.041935854573399,0.4492005326717971,1.4237063200577444,53.56845454165821
2024-12-19,2.4372160736843824,0.4402380536452488,0.7657520797714152,3.20784744319381,0.6657716357599215,0.641263198161952,3.0394319534301713,0.45536817824373665,1.3964179814061193,53.08648189745462
2024-12-20,2.4830743505448867,0.44345176764326966,0.7744155055838354,3.2053946997820617,0.6760137988653229,0.6301514190346597,3.0364418537385958,0.4693763631384871,1.408586996667494,51.247433913381585
2024-12-23,2.4906847190786077,0.4437277901282154,0.817145546638997,3.1914180406482173,0.6873860504071998,0.6458715606974189,3.0270527055186567,0.4866948076839728,1.3947584239402608,52.408553374441155
2024-12-24,2.5192729166031613,0.45159447607546016,0.8429241308310045,3.221353094789555,0.6926130473386707,0.6543776651989899,3.0554277573862336,0.488611396963759,1.4087714732158412,56.264341956690856
2024-12-26,2.5272734722476273,0.4476512805281245,0.8628999853703355,3.212349120928845,0.690811837107057,0.6496401288651803,3.0469432292445964,0.48760082107006325,1.4053604857445827,55.27240191007927
2024-12-27,2.493806963735956,0.4411450018581817,0.8502041193975789,3.1571157056711194,0.6807816128912828,0.6458285466788988,2.9942259650076544,0.4774258147348854,1.4095090868215232,52.53756623519104
2024-12-30,2.460730492780752,0.4363145933295344,0.8285049942894129,3.098354577937668,0.675413449520828,0.6366009528284003,2.954584106322253,0.4790983893733225,1.3987226947627072,50.80319123519104
2024-12-31,2.460730492780752,0.5761292000778583,0.815351909819123,3.078397875176776,0.9158347043839498,5.561155511486335,2.0524939952227825,0.46794769677058773,1.3987226947627072,50.80319123519104
2025-01-02,4.682717794253498,0.6147208639739123,0.815844257397436,3.056694012725324,0.7092283038238985,1.3924626071904191,2.274363014268576,0.48195582847993246,1.3987226947627072,50.80319123519104
2025-01-03,4.673307913321032,0.6258027028933587,0.8178489389256866,3.0794394511461487,0.7180641531113964,1.404987433515658,2.300280942976101,0.503420979551589,1.3987226947627072,50.80319123519104
2025-01-06,4.704801535900724,0.635349266409614,0.8314240587679902,3.100034333048378,0.7370837941335804,1.4644048718314644,2.324731749777465,0.5207045876563416,1.3987226947627072,50.80319123519104
2025-01-07,4.65122446601773,0.6199965975642981,0.8040979034557859,3.095532243052916,0.7319171017319412,1.4357999506169272,2.294956007063015,0.4883325990670823,1.3987226947627072,50.80319123519104
2025-01-08,4.660634052606272,0.6200524373771317,0.8064542000602719,3.115690335032505,0.7261512919563562,1.419138849584988,2.3068553462531964,0.4882280897448829,1.3987226947627072,50.80319123519104
2025-01-10,4.548294750260713,0.6111478826319209,0.7888698252509464,3.1478429380118618,0.7190001128087593,1.4310826697675856,2.2763735208452083,0.47359279573152996,1.3987226947627072,50.80319123519104
2025-01-13,4.50124652297408,0.6098080252769983,0.7923163663886165,3.1067201665268267,0.7151438212987798,1.4135852440140515,2.266810418359978,0.464254023530165,1.3987226947627072,50.80319123519104
2025-01-14,4.479739106731646,0.607854015167502,0.7902414266988064,3.0816229884989226,0.710089466986965,1.3808672201019279,2.258551572716751,0.4591315775510315,1.3987226947627072,50.80319123519104
2025-01-15,4.5678821610815685,0.62345794187392,0.8018471562278582,3.1026884656788236,0.7321416632808859,1.4340105881707752,2.3163639933426152,0.4747427173881583,1.3987226947627072,50.80319123519104
2025-01-16,4.38333882225884,0.6159490842964652,0.8068059232259867,3.0900895808927507,0.7222574588908487,1.4204866644218805,2.3069639229626353,0.46543878162752644,,
2025-01-17,4.4163680370943,0.6306876429805047,0.835046407443778,3.168841216742126,0.7338265053668428,1.4239024744525584,2.331143287990401,0.4798650569964804,,
2025-01-21,4.275416444849081,0.6440026058870201,0.8451398570676318,3.1840942341586445,0.7415017187773294,1.4324771129418372,2.328263666614979,0.49073700488794414,,
2025-01-22,4.298268424140079,0.6560055674550838,0.8472499798829614,3.1739142874292883,0.742699781579165,1.4488359827383337,2.424436906850112,0.5124810070416832,,
2025-01-23,4.295003855669936,0.657150049355035,0.8450343076910737,3.165380496585823,0.7412396156728567,1.47892803516358,2.427207784475003,0.513003660023492,,
2025-01-24,4.278104982258357,0.6555589767323078,0.860578871891369,3.1570485072214827,0.7495888003069373,1.5045820081253787,2.4128090094335297,0.4969744828975672,,
2025-01-27,4.41406420719476,0.657150049355035,0.7108656473347945,3.2429563656967653,0.7181391215917486,1.533372731891526,2.3611908065606317,0.41264700111563374,,
2025-01-28,4.575371153560681,0.6647705439648595,0.7292588557178886,3.2208493125474913,0.7312057035835231,1.5669503946939238,2.4298704194726373,0.44947927738306803,,
2025-01-29,4.59649503966908,0.6617558755646082,0.7257068732931397,3.2388238671743066,0.7316175143872923,1.571969622459578,2.403409106094641,0.43104569443628143,,
2025-01-30,4.562505086263016,0.6549727651807995,0.6485619508323422,3.289185807093781,0.7520598370756086,1.5963919249491858,2.254856623773986,0.6626059929694822,,
2025-01-31,4.531971907910001,0.663458585219705,0.6654330731611559,3.2921087335227743,0.7638534451005474,1.601457496733069,2.2552369763392064,0.6382599257102888,,
2025-02-03,4.378537778501154,0.662732838026059,0.7678475157592322,3.3792931564109456,0.7534076075767406,1.6206979409145266,2.2327423877597563,1.1377855285591276,,
2025-02-04,4.47052172672601,0.6756849060391027,0.7844225648583686,3.4331490034511134,0.7726893517033974,1.6363363460350004,2.240620880837763,1.157193935853649,,
2025-02-05,4.464184502024706,0.6592435951066691,0.8181721601650938,3.503770451415272,0.7163419987313192,1.6379167339204277,2.2456199195814395,1.2174674677557558,,
2025-02-06,4.478587338953838,0.6666687142615223,0.8159151852438669,3.531017155310705,0.7173528695936823,1.6544614062685346,2.25936639916082,1.2550166672312157,,
2025-02-07,4.371240992604947,0.6396479949452516,0.793027532394084,3.5107693966881954,0.6939153039277492,1.6603404150840282,2.2263849708604484,1.2663300074499113,,
2025-02-10,4.37643115903124,0.6507856736775315,0.8288930349151745,3.5716812870704566,0.6981460939473777,1.6670327187715672,2.2398058873526026,1.302708797221825,,
2025-02-11,4.4719763744024545,0.6497249302001818,0.8288930349151745,3.559639984512199,0.6938405073934529,1.6726096385111833,2.235567720780458,1.295198972212707,,
2025-02-12,4.553680066709161,0.6390338847839753,0.8335129345720401,3.5824437577834756,0.6874381533190982,1.6855760124456816,2.222527323894616,1.2790089869207948,,
2025-02-13,4.64326570063461,0.64305349944204,0.8315733213455428,3.6219300615026584,0.696910546905366,1.6929654666405638,2.2306774257873125,1.3194838012908354,,
2025-02-14,4.70228489534354,0.6383360362000972,0.8218398121549355,3.6050793288004463,0.693503435808628,1.7118107072309907,2.219212727517071,1.3542045912817515,,
2025-02-18,4.699785621077921,0.6326695091064717,0.8059348211148216,3.551870524500801,0.688037213377692,1.664639320333225,2.2257874648763494,1.3595687520025501,,
2025-02-19,4.707475061769834,0.6326137118869356,0.8066402138434074,3.573766500311338,0.6936532581386284,1.635360704939589,2.253661277723605,1.3579107522215523,,
2025-02-20,4.725930425855844,0.6221459831287656,0.7996223257527321,3.4805659610087374,0.6909949721151326,1.614609815378743,2.2655846708309544,1.36649340937483,,
2025-02-21,4.72054775850272,0.6045601902963806,0.7711272992980529,3.4812387700259615,0.6726493023165426,1.5883749784338685,2.222464683485324,1.3110962992563302,,
2025-02-24,4.750345665731543,0.5937575078478045,0.7332868488809013,3.483155781012537,0.671114282560586,1.5525433757265101,2.1995438060405057,1.2706214848862898,,
2025-02-25,4.749192131890187,0.5940087231156091,0.7142784224841132,3.5506259102710223,0.6567746692866238,1.5278422983297042,2.1663328632804886,1.2350229434401165,,
2025-02-26,4.620773409619739,0.5983353928543123,0.7509551591596447,3.4709462761999736,0.6467032729571142,1.5654864354923292,2.176296363261913,1.2803744773132435,,
2025-02-27,4.561946715837639,0.5826756689283581,0.6975623056781153,3.4364382232696924,0.6308661241673713,1.5295617182698176,2.137096329209224,1.1718234989239495,,
2025-02-28,4.6492252820803746,0.5925571861350197,0.7033106927955944,3.526913927278579,0.6375304667154951,1.5527060062690063,2.1613784245082277,1.218345219211013,,
2025-03-03,4.575980445485051,0.5722916785927897,0.6607798359652858,3.457804266011939,0.625287563646611,1.522149092065821,2.1151008594110112,1.11242764404723,,
2025-03-04,4.5356091157889615,0.5688861740960014,0.6611677586105853,3.4248400184343435,0.6399266496345182,1.487177412567867,2.115754157119653,1.1312509581347832,,
2025-03-05,4.53195660202591,0.5816149254510083,0.6756269004953562,3.4607771657547852,0.6477891122998293,1.5254487577317968,2.183319438910629,1.1440274407351831,,
2025-03-06,4.524074660407168,0.5602328346185952,0.6328491345323312,4.1305806701788095,0.6452806486063338,1.4591300411677264,2.1608342046323,1.078389673682408,,
2025-03-07,4.595974050922154,0.5561853213507624,0.6875468236566205,3.879877819538448,0.6509340056613906,1.453855068344423,2.1413430148770316,1.0990660682398614,,
2025-03-10,4.373163058434,0.54303783528945,0.6504821643357894,3.7595761563709598,0.6217345849791572,1.3895580029559091,2.0697488690014922,1.0433763743029425,,
2025-03-11,4.245513162495174,0.5487602021959092,0.6703722232547531,3.743804002624553,0.6148751409729917,1.4074971184782676,2.071328075480014,1.0607366948685308,,
2025-03-12,4.171307292985324,0.555180417686246,0.6849723244578286,3.730083908091716,0.6263825161302864,1.4396804802659788,2.086681156276913,1.128916539696499,,
2025-03-13,4.030969113479422,0.5412234460086862,0.6748509468162004,3.5833880586444193,0.6100773301765102,1.3724788106429548,2.062181072353573,1.1273559686151478,,
2025-03-14,4.104213950074746,0.5525565001959373,0.6895921699204158,3.6369001507175946,0.6203102411678184,1.413144975840878,2.115482047181689,1.1867571824424974,,
2025-03-17,4.114018840554316,0.5463875425667023,0.6859245179305742,3.687958007588575,0.6158121896620417,1.4068653613708793,2.116244255681953,1.1658838464493948,,
2025-03-18,4.088834774346996,0.538236676218203,0.665364400952588,3.6132824829122874,0.6022432959257669,1.3544421736589245,2.0880422070900075,1.1258929006633132,,
2025-03-19,4.137856871993449,0.545829229624962,0.6896980113462708,3.6374231521105265,0.6143129346857026,1.3583961998031426,2.1114531830971255,1.1462784977192242,,
2025-03-20,4.115940906383369,0.5441823171894014,0.6739925094452107,3.6026202574382693,0.6102272671372146,1.3629080600808874,2.1061177235952786,1.1561298864341327,,
2025-03-21,4.196106651682909,0.5476995013118567,0.6779542737843177,3.6583856200105553,0.6146877770874634,1.3867473661939425,2.130181997311038,1.1480341494894781,,
2025-03-24,4.243398890083215,0.5673787973025783,0.6765039265038617,3.725899403783342,0.6285190605049705,1.4393100124392788,2.140090707814468,1.184221207916633,,
2025-03-25,4.301456463189769,0.5742177474992205,0.6659275337001861,3.742878825242996,0.6393142350989198,1.45666044520248,2.1514152586089867,1.177198377546008,,
2025-03-26,4.258778065810965,0.56143315633138,0.63412741497864,3.740826519446968,0.6186984188402472,1.421006115472825,2.12315875462123,1.1096038492146174,,
2025-03-27,4.303378823362747,0.5620751651024245,0.6083760280658626,3.7770376465355557,0.6081282070027064,1.40146969507679,2.1264796985602494,1.0868772838918748,,
2025-03-28,4.188993242051862,0.5379575197473329,0.5982240306568977,3.7404642898165026,0.5784789754383601,1.341371454603629,2.062344438541006,1.069710406558052,,
2025-03-31,4.270312815536683,0.5310906709409225,0.5922460223815346,3.8053231202664684,0.5796409295684665,1.3404876485872845,2.0437791575556186,1.0571278137686368,,
2025-04-01,4.270312815536683,0.5807879938763642,0.5961016743233942,3.8400056826993336,0.3973228025269901,0.7002868205962794,1.415929658072335,1.0743922686618457,0.5329148690389415,
2025-04-02,5.807890422972222,1.2649767815917352,0.6087297541214464,3.8829763747027983,0.9733863802901404,1.100982048315309,1.8305388125207083,1.0770257463172264,0.5329148690389415,
2025-04-03,5.270915472331499,1.1513928807767706,0.5447757906227704,3.891022853464782,0.9342130050843618,1.0023532024060948,1.7872827704214582,0.9929472347079775,0.5329148690389415,
2025-04-04,4.886732123670611,1.1035714285714282,0.517467998226568,3.6874350061956425,0.902477544128271,0.9516530015829944,1.723716513127737,0.9198904470873132,0.5329148690389415,
2025-04-07,4.707221492835516,1.1310638743235648,0.5452356290756016,3.6538388860717164,0.909605533436938,0.9733735095262676,1.7142319558248345,0.952370897995448,0.5329148690389415,
2025-04-08,4.472716656783438,1.1013772166163696,0.5519210894621326,3.6563335607969853,0.8968989899681685,0.962437855731731,1.6984241643600932,0.9393007151285812,0.5329148690389415,
2025-04-09,5.158332291182949,1.2332895130740666,0.6549265829189642,3.8834184970495818,0.9837376837636915,1.104451419761367,1.8705371192064375,1.1151636116334078,0.5329148690389415,
2025-04-10,4.939650671187547,1.1695275768002766,0.6094726492907346,3.879877819538448,0.9472294734941519,1.0300129806177154,1.8267544838568652,1.0492271575128849,0.5329148690389415,
2025-04-11,5.140173662329435,1.1930833018214477,0.6435719602764369,3.876256509563623,0.9740063249504511,1.024884524952369,1.8607650887252956,1.0820002666693087,0.5329148690389415,
2025-04-14,5.253534917231217,1.175335808087112,0.6309084916145429,3.9402705485132654,0.9859691433390404,1.0020892886201704,1.8576992960371228,1.0798543790913797,0.5329148690389415,
2025-04-15,5.243677727640751,1.1590081217294943,0.6329954590842043,3.9306138863020372,0.9688616657077775,0.9833100364356194,1.8477357637404161,1.0943877043399515,0.5329148690389415,
2025-04-16,5.0395233284713985,1.1250620418921444,0.6176436832387282,3.8937187394755925,0.9503906131142932,0.9470901166182704,1.7800975576346854,1.0191851780010979,,
2025-04-17,5.109822828267664,1.113961783387607,0.6048387675100233,4.001346804061025,0.9369402497870744,0.9455252461631714,1.7617510076418763,0.9899233723851819,,
2025-04-21,5.010728641916091,1.079822102405672,0.5879306403754007,3.8535645123047884,0.9153080575734486,0.9138115678058382,1.7202675698385061,0.9452506389251765,,
2025-04-22,5.181419912010743,1.1176403036093647,0.5998512138680065,3.9399083188828,0.938861689643133,0.9432626176220985,1.7571524655795445,0.9645632549771884,,
2025-04-23,5.3074920879562715,1.1655263551793298,0.6257794367114368,3.9262688568136546,0.9629112963967198,0.9809532517534546,1.7934145027677315,1.0018232199783728,,
2025-04-24,5.4052886903610275,1.2038608589267965,0.6655383645864817,3.9248201848742497,0.9872706385347882,1.0052380451524983,1.8552562149318739,1.0381076326753043,,
2025-04-25,5.428894629845264,1.2196723412152815,0.6802534660484739,3.9315795032066685,1.0038823310386875,1.0318608381039662,1.877051855183841,1.0827806638547892,,
2025-04-28,5.451204574098872,1.2113470980995575,0.6808194710928309,3.9371318004082982,0.9955145471876684,1.0365179368328794,1.8737466484837297,1.060541688609498,,
2025-04-29,5.478961034625109,1.209346487289084,0.6762209781759616,3.9900809447303827,0.992725317496752,1.0453796777302087,1.8875425686105802,1.0633702469537816,,
2025-04-30,5.512424560878857,1.1901791861780302,0.6808194710928309,4.001346804061025,0.9842955486575288,1.0351226511533211,1.8933865338387594,1.0623949179391383,,
2025-05-01,5.5336962791033955,1.2274811833125903,0.6980106007496321,4.019613385950243,0.9997913218172149,1.078884512445987,2.037764058812211,1.0886329356621285,,
2025-05-02,5.326947903577553,1.226061375935872,0.5748272644308517,4.0621565039719325,1.0167128444838651,1.1256629428856288,2.0850916088136873,0.3512210866046218,,
2025-05-05,5.159370120032973,1.2026347511693045,0.5665847655121423,4.088705544035221,1.0178285742715394,1.1299052705597203,2.0893549124713346,0.3491352037583609,,
2025-05-06,5.14951253326346,1.193986806654392,0.7829179558971281,4.071019663834054,1.0117540454275344,1.107355047637511,2.0756548167372304,0.46584955039528764,,
2025-05-07,5.090886125660917,1.2178653315493932,0.8013865259569188,4.057523466172873,0.9383039195275651,1.1252669569605473,2.075846465522723,0.48029193013456095,,
2025-05-08,5.123052862325944,1.2396140469046757,0.8129684983778526,4.05977944907902,0.9562790922154164,1.1275295855016203,2.098935441136911,0.4815638792148289,,
2025-05-09,5.150031249098948,1.245938580735285,0.8146510016799536,4.061310726141778,0.9467955785767229,1.1171218169020303,2.101617789284171,0.47860971125791063,,
2025-05-12,5.475235892342533,1.346486211599861,0.8670046942717371,4.093781937093353,0.9821880590585882,1.2056257083735138,2.152059044170194,0.5046634713829402,,
2025-05-13,5.530822291518715,1.3641046050795929,0.9094197116889775,4.024810357830225,0.9888202632398916,1.2369245004298304,2.151484244783643,0.5330969466089643,,
2025-05-14,5.515237780069334,1.3568765664160396,0.9082458679934584,3.994635076142955,1.0250185485684107,1.243203113118551,2.1696870581873324,0.55529390765454,,
2025-05-15,5.492379728730754,1.3240920934462006,0.9102805663678833,4.070898838429746,1.0162789495664362,1.21401609233441,2.1745820385934826,0.5532014189815073,,
2025-05-16,5.48744438189172,1.3268026079450332,0.8945118188233575,4.132779692537211,1.03010122282288,1.2073414937206077,2.180052994145603,0.5555401196263617,,
2025-05-19,5.423026706603683,1.330481226641432,0.9024157956234757,4.167064024300776,1.0322706026317552,1.2075111361192459,2.2021283181696507,0.5562376158507061,,
2025-05-20,5.373155316735955,1.316993155037251,0.9065242185837442,4.177055052324743,1.0164029195428443,1.201232523430525,2.1987691735061374,0.5513551422802963,,
2025-05-21,5.2492553129989155,1.2979548557061595,0.8988942045888209,4.130645028200288,1.0447912859141817,1.1982157237911595,2.171894546498759,0.5407694676942413,,
2025-05-22,5.230293588112202,1.310733122096623,0.902024514391636,4.101758633019788,1.0591094390762585,1.2002332236760482,2.1828843697993734,0.5449955221139371,,
2025-05-23,5.072106705956815,1.297115950237838,0.8949422461628104,4.062962088861471,1.0442334210203443,1.182302298730882,2.160425013354703,0.5386769790212085,,
2025-05-27,5.200422546339305,1.329577721808488,0.9220581494306882,4.10038886746687,1.0716920125686198,1.2110746637063956,2.210862593992538,0.5559503894227441,,
2025-05-28,5.205877403371921,1.3211879778027829,0.9368486039734688,4.081655504985091,1.068344917983866,1.2134503487644956,2.194881965893027,0.5531193900692271,,
2025-05-29,5.193668913822734,1.3275125116333921,0.9467872191999146,4.063929185260848,1.0652457633519288,1.2162220197476774,2.2012166637092125,0.5710903593125971,,
2025-05-30,5.217046475354897,1.3230594883586526,0.9471785603798518,4.190591936091455,1.0645020382717485,1.2208225325949797,2.2092788460535275,0.5544323536056351,,
2025-06-02,5.239124864224058,1.3336434443194163,0.9731597660598236,0.7900980571159893,1.0477044855815065,1.2649614794367918,2.2170054960533028,0.5636639875816516,,
2025-06-03,5.279905620062186,1.3275771109980146,1.0050101902173914,0.7891560002754676,1.0300392378346759,1.2573252665741885,2.2218045050967787,0.579419299548588,,
2025-06-04,5.268216640706582,1.3373865639057967,1.0215613803294021,0.786240419463132,1.0416300515157708,1.2971087139786877,2.2261235103569583,0.5822913759757354,,
2025-06-05,5.21133186322549,1.341775086290555,1.017061676137294,2.972373058949384,1.0426219061053064,1.2908299860437722,2.2444077451004962,0.5743727055361271,,
2025-06-06,5.296788906995522,1.3783026788467747,0.9661948762057402,2.9845175244875297,1.0765266520920032,1.3155108806140923,2.2573652017908166,0.5814707737654805,,
2025-06-09,5.232630986804276,1.4003094962366238,0.9558258935879389,2.9587581404583854,1.0927860537684484,1.3086288388497815,2.268738910542126,0.5852045294765136,,
2025-06-10,5.26432071143376,1.404375317222193,0.9571954078734267,2.9619632599423995,1.1083627675702237,1.3243537211354859,2.259956722522866,0.590661455902847,,
2025-06-11,5.163278361856253,1.3759147672724898,0.9895936377451895,2.9311166846387917,1.1006054505525729,1.308779696118679,2.2681150231997824,0.5860657704379671,,
2025-06-12,5.174187678742439,1.3761729677816974,1.0019581726298028,2.948554420843202,1.0903657958804047,1.3073090394277693,2.298108939948953,0.5949697897047844,,
2025-06-13,5.102757013020085,1.3688158288635401,0.9731205600041131,2.911797056625933,1.0839737598338248,1.2875304874887417,2.2793447014221173,0.5825369617726542,,
2025-06-16,5.153927575550817,1.3946303652043923,0.9864242417828585,2.8945945568975775,1.0970060562146091,1.3248443241864383,2.2994047737999415,0.5936977780070262,,
2025-06-17,5.081717247359043,1.3863697214532908,0.9757421502522489,2.8750690294749193,1.091917221372627,1.315617252851825,2.2941257609731687,0.591358889509701,,
2025-06-18,5.106133829278371,1.3715263433623728,0.9831373475495904,2.866776718716442,1.075595929486247,1.3128624078130737,2.304683492686859,0.5969392976268869,,
2025-06-20,5.220942801806765,1.353262547084263,0.980470496487905,2.8826262937389715,1.0341408622223243,1.2875398224305143,2.2910543834277495,0.5902510608714839,,
2025-06-23,5.233929762288233,1.3453891056223317,0.9952957808752846,2.9537589603826913,1.0251424237665494,1.3180703833527816,2.3323258905956283,0.5915640870253824,,
2025-06-24,5.202760342210427,1.3731397518836759,1.0345161641811813,2.946231033184895,1.0349477096299418,1.3438645561641631,2.3520498427492025,0.6068691166196407,,
2025-06-25,5.23548829286898,1.368105925175181,1.0379674960456637,2.9010049758476066,1.0592124630551238,1.3372225722234687,2.3624157787074727,0.6331709672412007,,
2025-06-26,5.220942801806765,1.401213001069568,1.0596172718429766,2.890330603298309,1.0769611156790486,1.370073845768951,2.3872748601287728,0.6360842459769595,,
